article_id;full_name;sex;birth_year;city;state;country;continent;latitude;longitude;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
345428;Bryan Robson;Male;1957;Chester-le-Street;;United Kingdom;Europe;548.594;-15.699;Soccer Player;Team Sports;Sports;28;1562688;55810;197.812
3213202;Boyko Borisov;Male;1959;Bankya;;Bulgaria;Europe;42.7;2.313.333;Politician;Government;Institutions;37;1055623;28530;197.777
229730;Patrick Vieira;Male;1976;Dakar;;Senegal;Africa;1.469.278;-1.744.667;Soccer Player;Team Sports;Sports;45;4819565;107101;197.761
145532;Mike Shinoda;Male;1977;Los Angeles;CA;United States;North America;3.415.333;-11.876.167;Musician;Music;Arts;49;7642056;155960;197.759
2082856;Luca Toni;Male;1977;Pavullo nel Frignano;;Italy;Europe;4.433.333;1.083.333;Soccer Player;Team Sports;Sports;42;7118368;169485;19.774
400738;Mila Kunis;Female;1983;Chernivtsi;;Ukraine;Europe;48.3;2.593.333;Actor;Film And Theatre;Arts;80;56135643;701696;197.681
144040;Trent Reznor;Male;1965;Mercer;PA;United States;North America;4.122.639;-802.375;Musician;Music;Arts;31;6946554;224082;197.678
1129681;Oliver Bierhoff;Male;1968;Karlsruhe;;Germany;Europe;4.900.921;840.395;Soccer Player;Team Sports;Sports;34;2007673;59049;197.678
1375530;Bernard Werber;Male;1961;Toulouse;;France;Europe;436.045;1.444;Writer;Language;Humanities;26;1104752;42490;197.675
23767;Paul Keating;Male;1944;Sydney;;Australia;Oceania;-3.388.477;15.122.621;Politician;Government;Institutions;31;1085798;35026;197.664
1026826;Roberto Ayala;Male;1973;Paraná;;Argentina;South America;-3.173.333;-6.053.333;Soccer Player;Team Sports;Sports;39;1477390;37882;197.656
754183;R. Venkataraman;Male;1910;Thanjavur;;India;Asia;;;Politician;Government;Institutions;31;397619;12826;197.646
238156;Patrick Ewing;Male;1962;Kingston;;Jamaica;North America;;;Basketball Player;Team Sports;Sports;30;4550833;151694;197.615
293595;Chuck Schuldiner;Male;1967;Long Island;NY;United States;North America;4.086.722;-7.362.778;Musician;Music;Arts;27;2898464;107351;197.602
354525;Patti Page;Female;1927;Claremore;OK;United States;North America;3.631.528;-9.561.278;Singer;Music;Arts;34;1481115;43562;197.594
2047242;Anna Maria Jopek;Female;1970;Warsaw;;Poland;Europe;5.223.333;2.101.667;Singer;Music;Arts;73;672678;9215;197.588
603934;Sergei Bubka;Male;1963;Luhansk;;Ukraine;Europe;4.856.667;39.3;Politician;Government;Institutions;42;1958699;46636;197.573
460207;Simon Baker;Male;1969;Launceston;;Australia;Oceania;-4.144.194;147.145;Actor;Film And Theatre;Arts;34;7802635;229489;197.541
3640497;Ludmila Gurchenko;Female;1935;Kharkiv;;Ukraine;Europe;5.000.444;3.623.139;Actor;Film And Theatre;Arts;28;218371;7799;19.753
216774;Layne Staley;Male;1967;Kirkland;WA;United States;North America;4.768.583;-12.219.167;Musician;Music;Arts;26;7164898;275573;19.747
215566;Pink;Female;1979;Doylestown;PA;United States;North America;40.1;-7.509.972;Singer;Music;Arts;53;6558392;123743;197.452
402784;Andy Serkis;Male;1964;Ruislip;;United Kingdom;Europe;51.576;-0.433;Actor;Film And Theatre;Arts;33;6878011;208425;197.449
143695;Tera Patrick;Female;1976;Great Falls;MT;United States;North America;4.750.361;-11.128.639;Pornographic Actor;Media Personality;Public Figure;33;12285829;372298;197.426
535506;Lila Downs;Female;1968;Tlaxiaco;;Mexico;North America;1.726.667;-9.768.333;Singer;Music;Arts;103;1255395;12188;197.382
170459;LL Cool J;Male;1968;Long Island (ex Queens & Brooklyn);NY;United States;North America;4.072.972;-7.325.361;Singer;Music;Arts;30;11375772;379192;197.378
413261;Roy Keane;Male;1971;Cork;;Ireland;Europe;5.189.722;-8.47;Soccer Player;Team Sports;Sports;41;4379097;106807;197.369
399855;Shavkat Mirziyayev;Male;1957;Jizzakh Region;;Uzbekistan;Asia;4.041.667;6.766.667;Politician;Government;Institutions;29;178900;6169;197.364
14661857;Serge Haroche;Male;1944;Casablanca;;Morocco;Africa;3.353.333;-758.333;Physicist;Natural Sciences;Science & Technology;37;487731;13182;197.348
240338;John Hannah;Male;1962;East Kilbride;;United Kingdom;Europe;5.576.453;-417.711;Actor;Film And Theatre;Arts;26;1191230;45817;197.331
148784;Queen Latifah;Female;1970;Newark;NJ;United States;North America;4.072.422;-7.417.257;Actor;Film And Theatre;Arts;35;10678807;305109;197.256
779067;Zvonimir Boban;Male;1968;Imotski;;Croatia;Europe;43.45;1.721.667;Soccer Player;Team Sports;Sports;30;1336536;44551;197.213
151451;Busta Rhymes;Male;1972;New York;NY;United States;North America;4.067.652;-7.401.137;Singer;Music;Arts;34;12227248;359625;197.196
300268;Clint Mansell;Male;1963;Coventry;;United Kingdom;Europe;5.240.806;-151.056;Composer;Music;Arts;26;2482059;95464;197.092
256369;Hakeem Olajuwon;Male;1963;Lagos;;Nigeria;Africa;645.306;339.583;Basketball Player;Team Sports;Sports;32;5105460;159546;197.091
754207;Jaap Stam;Male;1972;Kampen;;Netherlands;Europe;52.55;5.9;Soccer Player;Team Sports;Sports;34;2488961;73205;197.074
163228;Tobey Maguire;Male;1975;Los Angeles;CA;United States;North America;3.402.194;-11.848.139;Actor;Film And Theatre;Arts;51;12912553;253187;197.073
269742;Eoin Colfer;Male;1965;Wexford;;Ireland;Europe;523.342;-64.575;Writer;Language;Humanities;32;1292569;40393;197.069
1233754;Tom Welling;Male;1977;Lower Hudson Valley;NY;United States;North America;4.133.583;-7.387.389;Actor;Film And Theatre;Arts;39;9122450;233909;197.064
1303679;Samuel Eto'o;Male;1981;Douala;;Cameroon;Africa;4.05;9.7;Soccer Player;Team Sports;Sports;52;15494728;297976;197.057
4192757;Daniel Schneidermann;Male;1958;Paris;;France;Europe;488.567;23.508;Journalist;Language;Humanities;38;207109;5450;197.055
711941;Deco;Male;1977;São Bernardo do Campo;;Brazil;South America;-23.7;-46.55;Soccer Player;Team Sports;Sports;48;5718408;119134;197.047
168263;Coolio;Male;1963;Los Angeles;CA;United States;North America;3.389.667;-118.225;Singer;Music;Arts;26;5702896;219342;19.704
210483;Wynton Marsalis;Male;1961;New Orleans;LA;United States;North America;29.95;-9.006.667;Musician;Music;Arts;31;1564193;50458;197.003
376738;Mikheil Saakashvili;Male;1967;Tbilisi;;Georgia;Asia;4.171.667;4.478.333;Politician;Government;Institutions;68;2051331;30167;196.982
4164817;Chad Michael Murray;Male;1981;Buffalo;NY;United States;North America;4.290.472;-7.884.944;Actor;Film And Theatre;Arts;36;13042831;362301;196.971
2859905;Abhisit Vejjajiva;Male;1964;Wallsend;;United Kingdom;Europe;5.499.128;-15.311;Politician;Government;Institutions;46;2163451;47032;196.929
14671690;Eveline Widmer-Schlumpf;Female;1956;Felsberg;;Switzerland;Europe;4.683.333;946.667;Politician;Government;Institutions;28;691447;24695;19.692
710551;Celeste Holm;Female;1917;New York;NY;United States;North America;4.069.278;-7.399.028;Actor;Film And Theatre;Arts;31;1133535;36566;196.911
1982061;Will.i.am;Male;1975;Los Angeles;CA;United States;North America;34.05;-118.25;Musician;Music;Arts;41;16597454;404816;19.69
392308;Jigme Singye Wangchuck;Male;1955;Thimphu;;Bhutan;Asia;;;Politician;Government;Institutions;38;1066741;28072;19.689
276408;Elle Macpherson;Female;1963;Killara;;Australia;Oceania;-3.376.864;15.116.347;Model;Media Personality;Public Figure;30;5107712;170257;196.848
1608557;Thomas J. Sargent;Male;1943;Los Angeles;CA;United States;North America;3.415.611;-11.813.194;Economist;Social Sciences;Science & Technology;34;351977;10352;196.847
219632;James Connolly;Male;1868;Boston;MA;United States;North America;4.233.611;-7.104.583;Writer;Language;Humanities;29;54523;1880;196.839
4513331;Luciano Floridi;Male;1964;Rome;;Italy;Europe;41.9;12.5;Philosopher;Philosophy;Humanities;36;162700;4519;196.817
18723322;Booker Huffman;Male;1965;Houston;TX;United States;North America;2.976.278;-9.538.306;Wrestler;Individual Sports;Sports;27;877148;32487;196.814
766367;Brian Molko;Male;1972;Brussels;;Belgium;Europe;50.85;4.35;Musician;Music;Arts;30;3305580;110186;196.791
1462772;Predrag Mijatović;Male;1969;Podgorica;;;Europe;4.244.129;1.926.289;Soccer Player;Team Sports;Sports;31;1176918;37965;196.787
1200969;Mukesh Ambani;Male;1957;Aden;;Yemen;Asia;12.8;4.503.333;Businessperson;Business;Business & Law;28;6166776;220242;196.755
201840;Miroslav Klose;Male;1978;Opole;;Poland;Europe;5.066.667;1.793.333;Soccer Player;Team Sports;Sports;62;10218527;164815;19.674
1372000;Francesco Toldo;Male;1971;Padua;;Italy;Europe;4.541.667;1.186.667;Soccer Player;Team Sports;Sports;34;1528450;44954;19.672
914932;Fakhruddin Ali Ahmed;Male;1905;Delhi;;India;Asia;28.61;77.23;Politician;Government;Institutions;26;347812;13377;196.716
909444;Josh Brolin;Male;1968;Los Angeles;CA;United States;North America;3.402.194;-11.848.139;Actor;Film And Theatre;Arts;28;12063618;430844;196.695
484066;Juliette Lewis;Female;1973;Los Angeles;CA;United States;North America;34.05;-118.25;Actor;Film And Theatre;Arts;30;9517932;317264;196.693
1061378;James Marsden;Male;1973;Stillwater;OK;United States;North America;3.611.566;-9.705.863;Actor;Film And Theatre;Arts;40;9578975;239474;196.678
1704303;Avigdor Liberman;Male;1958;Chișinău;;Moldova;Europe;47;2.891.667;Politician;Government;Institutions;34;1155572;33987;19.667
19636733;David Coulthard;Male;1971;Twynholm;;United Kingdom;Europe;5.486.459;-408.328;Racecar Driver;Individual Sports;Sports;45;2595984;57689;196.646
749247;Michael C. Hall;Male;1971;Raleigh;NC;United States;North America;3.578.056;-7.863.889;Actor;Film And Theatre;Arts;35;13435781;383879;196.634
2365104;Mads Mikkelsen;Male;1965;Østerbro;;Denmark;Europe;557.076;125.689;Actor;Film And Theatre;Arts;28;5966026;213072;196.632
1068160;Gerry Rafferty;Male;1947;Paisley;;United Kingdom;Europe;5.584.663;-442.364;Musician;Music;Arts;28;2882109;102932;196.606
488793;James Caviezel;Male;1968;Mount Vernon;WA;United States;North America;48.42;-12.232.611;Actor;Film And Theatre;Arts;40;5372749;134319;196.591
199445;Wayne Rooney;Male;1985;Croxteth;;United Kingdom;Europe;5.344.819;-290.757;Soccer Player;Team Sports;Sports;72;22509105;312626;196.589
295717;John Stockton;Male;1962;Spokane;WA;United States;North America;4.765.889;-117.425;Basketball Player;Team Sports;Sports;33;3753226;113734;196.577
16115;James Spader;Male;1960;Boston;MA;United States;North America;4.235.806;-7.106.361;Actor;Film And Theatre;Arts;28;6872660;245452;196.557
181376;Bret Easton Ellis;Male;1964;Los Angeles;CA;United States;North America;34.05;-118.25;Writer;Language;Humanities;26;3784769;145568;196.532
243368;Lara Flynn Boyle;Female;1970;Davenport;IA;United States;North America;4.154.306;-9.059.083;Actor;Film And Theatre;Arts;41;4462712;108847;196.445
3035313;Justin Chambers;Male;1970;Springfield;OH;United States;North America;3.992.694;-8.380.417;Actor;Film And Theatre;Arts;27;4461934;165257;196.358
1632388;Roza Otunbayeva;Female;1950;Osh;;Kyrgyzstan;Asia;4.287.472;7.461.222;Politician;Government;Institutions;44;433559;9854;196.172
222445;Rob Lowe;Male;1964;Charlottesville;VA;United States;North America;380.299;-78.479;Actor;Film And Theatre;Arts;28;10134845;361959;196.162
113063;Sean Astin;Male;1971;Los Angeles;CA;United States;North America;3.402.194;-11.848.139;Actor;Film And Theatre;Arts;34;7273148;213916;19.612
506739;Jon Lovitz;Male;1957;Los Angeles;CA;United States;North America;34.05;-118.25;Actor;Film And Theatre;Arts;28;2826684;100953;196.108
760163;Rachel McAdams;Female;1978;London;;Canada;North America;429.837;-812.497;Actor;Film And Theatre;Arts;41;25704275;626934;196.047
1766006;Andrew Fletcher;Male;1961;Nottingham;;United Kingdom;Europe;52.95;-113.333;Musician;Music;Arts;26;531559;20445;196.026
306723;Adam Copeland;Male;1973;Orangeville;;Canada;North America;4.391.667;-8.011.667;Wrestler;Individual Sports;Sports;35;4438070;126802;196.016
1599373;Dale T. Mortensen;Male;1939;Enterprise;OR;United States;North America;4.542.417;-11.727.694;Economist;Social Sciences;Science & Technology;29;235177;8110;195.999
19043935;Lisa Marie Presley;Female;1968;Memphis;TN;United States;North America;3.511.737;-8.997.107;Singer;Music;Arts;28;11879372;424263;195.972
944600;Marcus Grönholm;Male;1968;Kauniainen;;Finland;Europe;6.021.667;2.473.333;Racecar Driver;Individual Sports;Sports;29;638478;22016;195.923
53736;Hayden Christensen;Male;1981;Vancouver;;Canada;North America;49.25;-123.1;Actor;Film And Theatre;Arts;38;14722691;387439;195.871
837911;Jens Lehmann;Male;1969;Essen;;Germany;Europe;5.145.083;701.306;Soccer Player;Team Sports;Sports;48;2972248;61922;195.852
615878;Alessandro Nesta;Male;1976;Rome;;Italy;Europe;41.9;12.5;Soccer Player;Team Sports;Sports;45;4537419;100832;195.847
679825;Dražen Petrović;Male;1964;Šibenik;;Croatia;Europe;43.735;1.589.056;Basketball Player;Team Sports;Sports;34;3086457;90778;195.808
3830432;Amy Adams;Female;1974;Vicenza;;Italy;Europe;45.55;11.55;Actor;Film And Theatre;Arts;47;18820624;400439;19.57
14031366;Jack W. Szostak;Male;1952;London;;United Kingdom;Europe;5.150.722;-0.1275;Biologist;Natural Sciences;Science & Technology;42;378240;9006;19.568
381243;Stefan Raab;Male;1966;Cologne;;Germany;Europe;5.093.639;695.278;Presenter;Media Personality;Public Figure;31;4691250;151331;195.677
320781;Anne Heche;Female;1969;Aurora;OH;United States;North America;4.131.917;-8.135.583;Actor;Film And Theatre;Arts;29;7126482;245741;195.673
163038;Aamir Khan;Male;1965;Mumbai;;India;Asia;18.975;7.282.583;Actor;Film And Theatre;Arts;44;16222082;368684;19.567
756775;Heinz-Harald Frentzen;Male;1967;Mönchengladbach;;Germany;Europe;51.2;643.333;Racecar Driver;Individual Sports;Sports;30;1116764;37225;195.665
286095;Levy Mwanawasa;Male;1948;Mufulira;;Zambia;Africa;-12.55;2.823.333;Politician;Government;Institutions;39;487095;12490;195.663
971569;Igor Belanov;Male;1960;Odessa;;Ukraine;Europe;4.646.667;3.073.333;Soccer Player;Team Sports;Sports;26;338721;13028;195.651
405704;Chris Martin;Male;1977;Exeter;;United Kingdom;Europe;5.071.667;-353.333;Musician;Music;Arts;49;13683632;279258;195.646
88261;Tony Adams;Male;1966;Romford;;United Kingdom;Europe;515.768;0.1801;Soccer Player;Team Sports;Sports;26;491389;18900;195.638
2295483;Dragan Stojković;Male;1965;Niš;;Serbia;Europe;43.3;21.9;Coach;Team Sports;Sports;26;2279556;87675;195.634
730484;Zach Braff;Male;1975;South Orange;NJ;United States;North America;4.074.881;-7.426.151;Actor;Film And Theatre;Arts;33;11193913;339209;19.563
2941511;Sarah Palin;Female;1964;Sandpoint;ID;United States;North America;4.826.667;-11.656.667;Politician;Government;Institutions;70;29614010;423057;195.607
305561;Varg Vikernes;Male;1973;Bergen;;Norway;Europe;6.038.944;5.33;Musician;Music;Arts;34;5665256;166625;195.596
645628;Marc Overmars;Male;1973;Emst;;Netherlands;Europe;5.231.583;597.389;Soccer Player;Team Sports;Sports;32;2228172;69630;195.587
677526;Ruslana;Female;1973;Lviv;;Ukraine;Europe;;;Singer;Music;Arts;56;1573015;28090;195.565
1142467;Adriano Leite Ribeiro;Male;1982;Rio de Janeiro;;Brazil;South America;-2.290.833;-4.319.639;Soccer Player;Team Sports;Sports;48;7467240;155568;19.555
708892;Jason Lee;Male;1970;Los Angeles;CA;United States;North America;3.369.278;-11.800.028;Actor;Film And Theatre;Arts;33;1810679;54869;19.548
2327604;Joey Jordison;Male;1975;Des Moines;IA;United States;North America;4.159.083;-9.362.083;Musician;Music;Arts;29;7245723;249853;195.468
168540;Lil Wayne;Male;1982;New Orleans;LA;United States;North America;;;Singer;Music;Arts;46;64484487;1401837;195.457
529758;Victor Pelevin;Male;1962;Moscow;;Russia;Europe;55.75;3.761.667;Writer;Language;Humanities;28;444551;15877;195.442
81034;Kate Mulgrew;Female;1955;Dubuque;IA;United States;North America;4.250.432;-9.068.687;Actor;Film And Theatre;Arts;26;2611874;100457;195.439
2178819;Angela Gossow;Female;1974;Cologne;;Germany;Europe;5.093.639;695.278;Singer;Music;Arts;26;2583018;99347;195.436
51725;Melinda Gates;Female;1964;Dallas;TX;United States;North America;3.277.583;-9.679.667;Businessperson;Business;Business & Law;27;3991284;147825;195.365
723126;Mark Ruffalo;Male;1967;Kenosha;WI;United States;North America;4.258.222;-8.784.556;Actor;Film And Theatre;Arts;34;11012934;323910;195.338
2844938;Mark Zuckerberg;Male;1984;Lower Hudson Valley;NY;United States;North America;41.04;-7.377.861;Businessperson;Business;Business & Law;85;62640549;736948;195.333
159906;Billy Boyd;Male;1968;Glasgow;;United Kingdom;Europe;55.858;-4.259;Actor;Film And Theatre;Arts;29;1200844;41408;195.299
61632;John Milnor;Male;1931;Orange;NJ;United States;North America;4.076.804;-7.423.569;Mathematician;Math;Science & Technology;28;350703;12525;195.291
293321;Damien Hirst;Male;1965;Bristol;;United Kingdom;Europe;51.45;-258.333;Artist;Fine Arts;Arts;29;5233895;180479;195.288
1422819;Julia Ormond;Female;1965;Epsom;;United Kingdom;Europe;51.336;-0.267;Actor;Film And Theatre;Arts;27;3450342;127790;195.283
579719;David Bryan;Male;1962;Perth Amboy;NJ;United States;North America;4.052.016;-7.427.133;Musician;Music;Arts;28;1041815;37208;195.273
526155;Teddy Sheringham;Male;1966;Highams Park;;United Kingdom;Europe;516.059;-0.0151;Soccer Player;Team Sports;Sports;34;2204355;64834;195.235
88076;Joseph Fiennes;Male;1970;Salisbury;;United Kingdom;Europe;51.074;-17.936;Actor;Film And Theatre;Arts;30;6021006;200700;195.219
365347;Michael Vartan;Male;1968;Boulogne-Billancourt;;France;Europe;488.352;22.409;Actor;Film And Theatre;Arts;30;3302388;110080;19.521
461913;Liaquat Ali Khan;Male;1896;Karnal;;India;Asia;29.69;76.98;Politician;Government;Institutions;29;637776;21992;195.204
2573789;Bryan Singer;Male;1965;New York;NY;United States;North America;407.127;-740.059;Film Director;Film And Theatre;Arts;33;3120538;94562;195.176
363002;Sandra Oh;Female;1971;Nepean;;Canada;North America;4.534.167;-7.575.833;Actor;Film And Theatre;Arts;26;6150190;236546;195.173
1485599;Cláudio Taffarel;Male;1966;Santa Rosa;;Brazil;South America;-27.867;-54.467;Soccer Player;Team Sports;Sports;28;1345552;48055;195.165
178826;Joaquin Phoenix;Male;1974;San Juan;;Puerto Rico;North America;;;Actor;Film And Theatre;Arts;42;18004693;428683;195.162
255887;Jim Varney;Male;1949;Lexington;KY;United States;North America;3.802.972;-8.449.472;Actor;Film And Theatre;Arts;29;3222469;111120;195.158
217790;Christina Ricci;Female;1980;Los Angeles;CA;United States;North America;3.402.194;-11.848.139;Actor;Film And Theatre;Arts;39;14772807;378790;195.141
616622;Andriy Shevchenko;Male;1976;Dvirkivshchyna;;Ukraine;Europe;50.26;31.88;Soccer Player;Team Sports;Sports;60;10157596;169293;195.088
553957;Chris O'Donnell;Male;1970;Chicago;IL;United States;North America;4.210.611;-8.773.778;Actor;Film And Theatre;Arts;34;6210552;182663;19.508
665443;Pranab Mukherjee;Male;1935;Birbhum District;;India;Asia;;;Politician;Government;Institutions;41;2163825;52776;195.062
6476246;Valentina Matviyenko;Female;1949;Shepetivka;;Ukraine;Europe;5.018.333;2.706.667;Politician;Government;Institutions;45;339940;7554;195.061
2255217;Andreas Köpke;Male;1962;Kiel;;Germany;Europe;5.433.333;1.013.333;Coach;Team Sports;Sports;27;821197;30415;195.055
30875970;Juan Sebastián Verón;Male;1975;La Plata;;Argentina;South America;-3.492.111;-5.795.444;Soccer Player;Team Sports;Sports;42;4115769;97995;19.501
8239761;Amy Lee;Female;1981;Los Angeles;CA;United States;North America;3.394.806;-11.739.611;Musician;Music;Arts;46;11184474;243141;194.996
226402;Guido van Rossum;Male;1956;Netherlands;;Netherlands;Europe;5.231.667;5.55;Computer Scientist;Computer Science;Science & Technology;30;845671;28189;194.986
277795;Michael Sheen;Male;1969;Newport;;United Kingdom;Europe;5.158.333;-3;Actor;Film And Theatre;Arts;27;14355130;531671;19.495
1126811;Theo van Gogh;Male;1957;The Hague;;Netherlands;Europe;5.208.333;431.667;Film Director;Film And Theatre;Arts;35;413720;11821;194.945
101393;Liev Schreiber;Male;1967;San Francisco-Bay Area;CA;United States;North America;3.778.333;-12.241.667;Actor;Film And Theatre;Arts;27;9059059;335521;194.945
957128;Alfred Gusenbauer;Male;1960;Sankt Pölten;;Austria;Europe;48.2;1.561.667;Politician;Government;Institutions;35;481041;13744;19.492
685945;Frank de Boer;Male;1970;Hoorn;;Netherlands;Europe;52.65;506.667;Soccer Player;Team Sports;Sports;32;2069026;64657;194.911
4540726;Jessica Simpson;Female;1980;Abilene;TX;United States;North America;32.45;-99.75;Singer;Music;Arts;50;12911052;258221;194.879
322696;Atom Egoyan;Male;1960;Cairo;;Egypt;Africa;30.05;3.123.333;Film Director;Film And Theatre;Arts;26;906222;34855;194.869
234630;Sam Mendes;Male;1965;Reading;;United Kingdom;Europe;5.145.417;-0.97306;Film Director;Film And Theatre;Arts;31;5783976;186580;194.859
173294;Darren Aronofsky;Male;1969;New York;NY;United States;North America;4.069.278;-7.399.028;Film Director;Film And Theatre;Arts;38;7362147;193741;194.849
178967;Rio Ferdinand;Male;1978;Denmark Hill;;United Kingdom;Europe;514.678;-0.0902;Soccer Player;Team Sports;Sports;55;6512135;118402;194.844
794861;Koichi Tanaka;Male;1959;Toyama;;Japan;Asia;36.7;13.721.667;Chemist;Natural Sciences;Science & Technology;35;1366129;39032;19.484
414513;Olivier Panis;Male;1966;Lyon;;France;Europe;45.76;4.84;Racecar Driver;Individual Sports;Sports;30;668264;22275;194.791
448832;Holly Marie Combs;Female;1973;San Diego;CA;United States;North America;32.715;-1.171.625;Actor;Film And Theatre;Arts;32;6728960;210280;194.776
1290115;Stefan Effenberg;Male;1968;Hamburg;;Germany;Europe;5.356.528;1.000.139;Soccer Player;Team Sports;Sports;28;1638620;58522;194.776
87021;Donald Bradman;Male;1908;Cootamundra;;Australia;Oceania;-3.464.167;148.025;Cricketer;Team Sports;Sports;27;2720528;100760;194.771
377205;Adam Brody;Male;1979;Carlsbad;CA;United States;North America;3.312.194;-11.729.694;Actor;Film And Theatre;Arts;29;9342015;322138;19.473
676082;Jessica Biel;Female;1982;Ely;MN;United States;North America;4.790.222;-9.185.583;Actor;Film And Theatre;Arts;51;22399556;439207;194.691
18693354;Laura Chinchilla;Female;1959;San José;;Costa Rica;North America;9.9;-84.15;Politician;Government;Institutions;44;969339;22030;19.464
59720;Alicia Keys;Female;1981;New York;NY;United States;North America;;;Musician;Music;Arts;59;23271734;394436;194.627
1295837;Phillip Cocu;Male;1970;Eindhoven;;Netherlands;Europe;5.143.333;548.333;Soccer Player;Team Sports;Sports;35;1423491;40671;194.618
16246624;Mihai Ghimpu;Male;1951;Coloniţa;;Moldova;Europe;;;Politician;Government;Institutions;29;240497;8293;194.599
279641;"Benigno ""Noynoy"" Aquino III";Male;1960;Manila;;Philippines;Asia;1.461.056;12.099.833;Politician;Government;Institutions;43;2632140;61213;194.593
555483;Vitali Klitschko;Male;1971;Belovodskoye;;Kyrgyzstan;Europe;42.83;74.1;Boxer;Individual Sports;Sports;29;12951350;446598;194.578
25426557;Larry Sanger;Male;1968;Bellevue;WA;United States;North America;47.6;-12.216.667;Inventor;Invention;Science & Technology;48;1604366;33424;19.457
971550;Matthias Sammer;Male;1967;Dresden;;Germany;Europe;5.103.333;1.373.333;Coach;Team Sports;Sports;34;2047331;60216;194.552
1882517;Terry Crews;Male;1968;Flint;MI;United States;North America;43.01;-83.69;Actor;Film And Theatre;Arts;31;12283508;396242;194.545
22112821;Johnny Knoxville;Male;1971;Knoxville;TN;United States;North America;3.597.278;-8.394.222;Actor;Film And Theatre;Arts;28;12031341;429691;194.522
393763;Khaleda Zia;Female;1945;Dinajpur District;;Bangladesh;Asia;;;Politician;Government;Institutions;26;554816;21339;194.514
748250;Roy Makaay;Male;1975;Wijchen;;Netherlands;Europe;51.8;573.333;Soccer Player;Team Sports;Sports;32;2318798;72462;194.509
164992;Juan Pablo Montoya;Male;1975;Bogotá;;Colombia;South America;459.806;-7.407.583;Racecar Driver;Individual Sports;Sports;40;2925844;73146;194.508
3002912;Franck Ribéry;Male;1983;Boulogne-sur-Mer;;France;Europe;507.264;16.147;Soccer Player;Team Sports;Sports;61;14437270;236677;194.494
255380;Robin Tunney;Female;1972;Chicago;IL;United States;North America;4.183.694;-8.768.472;Actor;Film And Theatre;Arts;33;6839544;207259;194.444
1250741;Siniša Mihajlović;Male;1969;Vukovar;;Croatia;Europe;45.35;19;Coach;Team Sports;Sports;29;1833969;63240;194.409
511809;Jay-Jay Okocha;Male;1973;Enugu;;Nigeria;Africa;645.267;751.033;Soccer Player;Team Sports;Sports;30;2818719;93957;194.353
1178188;Yoshiki;Male;1965;Tateyama;;Japan;Asia;35;13.986.667;Musician;Music;Arts;27;3722690;137877;194.349
1008506;Victoria Silvstedt;Female;1974;Skelleftehamn;;Sweden;Europe;6.468.333;2.123.333;Model;Media Personality;Public Figure;35;4048632;115675;194.347
2144;Aaliyah;Female;1979;New York;NY;United States;North America;4.069.278;-7.399.028;Singer;Music;Arts;48;19682360;410049;194.339
519437;Julia Gillard;Female;1961;Barry;Wales;United Kingdom;Europe;514.064;-32.667;Politician;Government;Institutions;71;5093219;71735;194.311
60904;Sergey Brin;Male;1973;Moscow;;Russia;Europe;55.75;3.761.667;Computer Scientist;Computer Science;Science & Technology;59;8170929;138490;194.307
313649;Richard Holbrooke;Male;1941;New York;NY;United States;North America;4.079.028;-7.395.972;Diplomat;Government;Institutions;41;1625797;39654;194.265
564143;John C. Reilly;Male;1965;Chicago;IL;United States;North America;4.183.694;-8.768.472;Actor;Film And Theatre;Arts;31;6087715;196378;194.255
476181;Luisa Diogo;Female;1958;Tete Province;;Mozambique;Africa;-15.5;32.5;Politician;Government;Institutions;29;167619;5780;194.219
365352;Bradley Cooper;Male;1975;Philadelphia;PA;United States;North America;40.1;-7.509.972;Actor;Film And Theatre;Arts;36;25936636;720462;194.216
616593;Luís Enrique Martínez García;Male;1970;Gijón;;Spain;Europe;4.353.333;-5.7;Soccer Player;Team Sports;Sports;31;3023052;97518;194.199
180519;Missy Elliott;Female;1971;Portsmouth;VA;United States;North America;368.313;-7.634.564;Singer;Music;Arts;30;7191076;239703;194.198
395061;Adrian Năstase;Male;1950;Bucharest;;Romania;Europe;444.325;2.610.389;Lawyer;Law;Business & Law;31;287251;9266;194.197
26033941;Julian Assange;Male;1971;Townsville;;Australia;Oceania;-1.925.639;14.681.833;Journalist;Language;Humanities;83;15181933;182915;194.187
1235335;Daddy Yankee;Male;1977;San Juan;;Puerto Rico;North America;;;Singer;Music;Arts;30;12615904;420530;194.168
202572;Princess Stéphanie of Monaco;Female;1965;Monaco;;Monaco;Europe;4.373.142;742.028;Nobleman;Government;Institutions;27;4757823;176216;194.167
2046523;Archduke Karl of Austria;Male;1961;Starnberg;;Germany;Europe;4.799.722;1.134.056;Politician;Government;Institutions;27;1412163;52302;194.157
22295263;Jan Fischer;Male;1951;Prague;;Czech Republic;Europe;5.008.333;1.441.667;Politician;Government;Institutions;38;308025;8106;194.135
854376;Jonathan Rhys Meyers;Male;1977;Drimnagh;;Ireland;Europe;5.332.641;-631.884;Actor;Film And Theatre;Arts;35;10716905;306197;194.064
200563;Paul Bettany;Male;1971;Shepherd's Bush;;United Kingdom;Europe;515.042;-0.2207;Actor;Film And Theatre;Arts;31;8858113;285746;194.048
271874;Nathan Lane;Male;1956;Jersey City;NJ;United States;North America;40.714;-74.071;Actor;Film And Theatre;Arts;29;3403191;117351;194.029
